id,artist,name,popularity,preview,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature,label
4vUmTMuQqjdnvlZmAH61Qk,Ed Sheeran,South of the Border (feat. Camila Cabello & Cardi B),93,https://p.scdn.co/mp3-preview/7b43dd0c94b0af0c0401381a683d2f4833180ba3?cid=99f699c35c2d4667917d680d9134d27e,0.857,0.621,9.0,-6.376,0.0,0.0824,0.14800000000000002,0.0,0.0865,0.6679999999999999,97.986,audio_features,204467.0,4.0,toplists
3cphb8kdsjElYR7r5icK3H,Niall Horan,Nice To Meet Ya,90,,0.591,0.841,4.0,-4.351,0.0,0.0304,0.0119,0.0,0.395,0.392,109.03399999999999,audio_features,158805.0,4.0,toplists
7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Someone You Loved,96,,0.501,0.405,1.0,-5.678999999999999,1.0,0.0319,0.7509999999999999,0.0,0.105,0.446,109.891,audio_features,182161.0,4.0,toplists
5aUSEPNd3m5xliFK4pn5mU,Zedd,Good Thing (with Kehlani),89,,0.693,0.564,1.0,-3.8569999999999998,0.0,0.0378,0.39899999999999997,0.0,0.0409,0.574,185.91299999999998,audio_features,210901.0,3.0,toplists
0Z26mbSHJ1dkUu7g9DDgif,Major Lazer,Trigger,88,https://p.scdn.co/mp3-preview/b7002f4febe1e8fb75802605ccea8ef466e9d1a3?cid=99f699c35c2d4667917d680d9134d27e,0.57,0.585,8.0,-7.041,1.0,0.251,0.128,9.7e-05,0.111,0.37799999999999995,97.285,audio_features,171987.0,4.0,toplists
4TnjEaWOeW0eKTKIEvJyCa,Trevor Daniel,Falling,85,https://p.scdn.co/mp3-preview/dac6a7bd1f1333d17afe8c12b71ee11e3c233efd?cid=99f699c35c2d4667917d680d9134d27e,0.784,0.43,10.0,-8.756,0.0,0.0364,0.12300000000000001,0.0,0.0887,0.23600000000000002,127.087,audio_features,159382.0,4.0,toplists
3eekarcy7kvN4yt5ZFzltW,Travis Scott,HIGHEST IN THE ROOM,98,https://p.scdn.co/mp3-preview/d9b90990dab9d8376d05c5d4a6b7ac3e99c03763?cid=99f699c35c2d4667917d680d9134d27e,0.598,0.42700000000000005,7.0,-8.764,0.0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,audio_features,175721.0,4.0,toplists
6cy3ki60hLwimwIje7tALf,The Black Eyed Peas,RITMO (Bad Boys For Life),96,https://p.scdn.co/mp3-preview/60e9246623919cb164490957ba79af46ceabe237?cid=99f699c35c2d4667917d680d9134d27e,0.721,0.716,10.0,-7.037000000000001,0.0,0.0657,0.0334,0.00084,0.237,0.667,104.994,audio_features,221714.0,4.0,toplists
2tnVG71enUj33Ic2nFN6kZ,Regard,Ride It,95,https://p.scdn.co/mp3-preview/e19c28e007c0ba7471b1f06831fc431caff17ef8?cid=99f699c35c2d4667917d680d9134d27e,0.893,0.748,7.0,-4.2989999999999995,0.0,0.0821,0.272,1.62e-05,0.09300000000000001,0.867,117.958,audio_features,157605.0,4.0,toplists
1jg9clsGCDqOumfS0X5xm9,Camila Cabello,Living Proof,80,https://p.scdn.co/mp3-preview/2f5d14d8b6db14b6324a0dc194d944b9bcba4dfa?cid=99f699c35c2d4667917d680d9134d27e,0.735,0.514,7.0,-5.4639999999999995,1.0,0.08199999999999999,0.109,0.0,0.359,0.517,77.566,audio_features,194440.0,4.0,toplists
7jzldCBnJjpJM3epzJ85KE,Marshmello,Tongue Tied (with YUNGBLUD & blackbear),79,,0.628,0.821,1.0,-2.721,0.0,0.0525,0.0208,0.0,0.426,0.465,93.001,audio_features,186024.0,4.0,toplists
6Ozh9Ok6h4Oi1wUSLtBseN,DaBaby,BOP,89,,0.769,0.787,11.0,-3.909,1.0,0.36700000000000005,0.18899999999999997,0.0,0.129,0.836,126.77,audio_features,159715.0,4.0,toplists
1VJwtWR6z7SpZRwipI12be,Doja Cat,Candy,85,https://p.scdn.co/mp3-preview/b8ec099e8d5570410ec45e21af21147ff5e84dcf?cid=99f699c35c2d4667917d680d9134d27e,0.6890000000000001,0.516,8.0,-5.857,1.0,0.0444,0.513,0.0,0.163,0.209,124.876,audio_features,190920.0,4.0,toplists
6b2RcmUt1g9N9mQ3CbjX2Y,Sam Smith,How Do You Sleep?,95,,0.47700000000000004,0.682,1.0,-4.931,0.0,0.0925,0.153,0.0,0.0763,0.345,110.56700000000001,audio_features,202205.0,5.0,toplists
7CHi4DtfK4heMlQaudCuHK,MEDUZA,Lose Control,91,,0.598,0.526,10.0,-8.658999999999999,0.0,0.0415,0.129,0.0,0.14,0.529,123.935,audio_features,168387.0,4.0,toplists
2QpGZOhTCHHiKmpSO9FW4h,Kanye West,Follow God,93,,0.529,0.9,1.0,-3.503,1.0,0.418,0.000248,1.21e-05,0.0426,0.434,180.291,audio_features,104591.0,4.0,toplists
07s9NNOT0sZQp7TyolLLgu,Stormzy,Own It (feat. Ed Sheeran & Burna Boy),44,https://p.scdn.co/mp3-preview/07a3696b481ed4c1755d03b5a96e313ff43c9dd8?cid=99f699c35c2d4667917d680d9134d27e,0.826,0.79,10.0,-4.341,1.0,0.126,0.0073,9.9e-06,0.122,0.377,104.03200000000001,audio_features,216520.0,4.0,toplists
2Fxmhks0bxGSBdJ92vM42m,Billie Eilish,bad guy,96,,0.701,0.425,7.0,-10.965,1.0,0.375,0.32799999999999996,0.13,0.1,0.562,135.128,audio_features,194088.0,4.0,toplists
5a6pdCHlWS2ekOOQ70QnAr,Noah Cyrus,July,86,https://p.scdn.co/mp3-preview/b772266fa0e6a75c3d73a816f86098c0a96de110?cid=99f699c35c2d4667917d680d9134d27e,0.708,0.18600000000000003,9.0,-8.953,0.0,0.0422,0.868,0.0,0.0779,0.321,72.541,audio_features,156107.0,4.0,toplists
7k4t7uLgtOxPwTpFmtJNTY,KAROL G,Tusa,87,,0.8029999999999999,0.715,2.0,-3.28,1.0,0.298,0.295,0.000134,0.0574,0.574,101.085,audio_features,200960.0,4.0,toplists
7pWK1kMgHy5lNNiIfuRbkP,Martin Garrix,Used To Love (with Dean Lewis),86,https://p.scdn.co/mp3-preview/f6152f38f4347dd9c05ec70b8acf6b61f3b4b325?cid=99f699c35c2d4667917d680d9134d27e,0.6509999999999999,0.693,4.0,-4.7219999999999995,1.0,0.0375,0.45799999999999996,0.0,0.335,0.392,118.97,audio_features,236765.0,4.0,toplists
7CZyCXKG6d5ALeq41sLzbw,Post Malone,Take What You Want (feat. Ozzy Osbourne & Travis Scott),92,,0.499,0.8,1.0,-2.665,0.0,0.0502,0.0906,0.0,0.147,0.272,139.91899999999998,audio_features,229573.0,4.0,toplists
2kJwzbxV2ppxnQoYw4GLBZ,JP Saxe,If The World Was Ending (feat. Julia Michaels),84,https://p.scdn.co/mp3-preview/018d975f965ed16e92e601c53afa1c7e7ce9ab27?cid=99f699c35c2d4667917d680d9134d27e,0.46399999999999997,0.473,1.0,-10.086,1.0,0.129,0.866,0.0,0.109,0.604,75.801,audio_features,208687.0,4.0,toplists
2wrJq5XKLnmhRXHIAf9xBa,Dan + Shay,"10,000 Hours (with Justin Bieber)",95,https://p.scdn.co/mp3-preview/a3e97b632968fe644ea13d758629e50b26d12c3d?cid=99f699c35c2d4667917d680d9134d27e,0.654,0.63,10.0,-4.644,1.0,0.0259,0.153,0.0,0.111,0.43,89.991,audio_features,167693.0,4.0,toplists
4evmHXcjt3bTUHD1cvny97,Ed Sheeran,Beautiful People (feat. Khalid),93,https://p.scdn.co/mp3-preview/f94d8d0c1b37773ff493e7d83930545e3425ccd3?cid=99f699c35c2d4667917d680d9134d27e,0.64,0.648,5.0,-8.113,0.0,0.187,0.124,0.0,0.0802,0.5479999999999999,92.977,audio_features,197867.0,4.0,toplists
314ZkcV7oLWG8yWE7LABvH,BTS,Make It Right (feat. Lauv),89,https://p.scdn.co/mp3-preview/fd5b0ad0cbe5fb2bc20db19b89679699f9312715?cid=99f699c35c2d4667917d680d9134d27e,0.584,0.685,7.0,-7.811,1.0,0.425,0.0304,0.0,0.18899999999999997,0.345,97.551,audio_features,226321.0,4.0,toplists
6RyaV7owmVU6fzEPE17sF1,Daddy Yankee,Que Tire Pa Lante,91,,0.6579999999999999,0.9009999999999999,7.0,-2.8139999999999996,1.0,0.0357,0.0478,0.0,0.12,0.708,93.979,audio_features,210520.0,4.0,toplists
56AMYGJzxBO6p8v0wEe9de,Young Thug,Hot (Remix) [feat. Gunna and Travis Scott],89,https://p.scdn.co/mp3-preview/4fd6189e9d793399126f9199d65d4eb6341dacd3?cid=99f699c35c2d4667917d680d9134d27e,0.848,0.713,7.0,-5.636,0.0,0.17600000000000002,0.158,0.0,0.0765,0.509,111.984,audio_features,279907.0,4.0,toplists
6muOWhMh7Tf0UFUtMDBhUR,Coldplay,Orphans,85,https://p.scdn.co/mp3-preview/a8b42c780896fc232025aeb2942b92f127f2ade7?cid=99f699c35c2d4667917d680d9134d27e,0.503,0.8079999999999999,11.0,-5.051,0.0,0.045,0.0254,0.00162,0.557,0.28300000000000003,107.975,audio_features,197533.0,4.0,toplists
1JRK7srBWUtAW7dPabKBwJ,5 Seconds of Summer,Teeth,87,,0.755,0.44799999999999995,3.0,-2.9930000000000003,0.0,0.0405,0.0508,3.87e-06,0.11,0.431,139.028,audio_features,204887.0,4.0,toplists
66FltlEV09mPJYAyfYm8De,YNW Melly,Bang Bang,0,https://p.scdn.co/mp3-preview/6572ce5867ddcedaf6b4298b50cf5374893fcddb?cid=99f699c35c2d4667917d680d9134d27e,0.657,0.522,10.0,-7.632000000000001,1.0,0.397,0.156,0.0,0.0811,0.442,179.687,audio_features,260333.0,4.0,toplists
598yNsG1JFrGd4n2kMoz7F,Lil Baby,Woah,84,,0.882,0.602,11.0,-5.553999999999999,1.0,0.245,0.0177,0.0,0.17800000000000002,0.43,142.959,audio_features,183011.0,4.0,toplists
7tgjDlQsMR8RvkdlNCJA58,Trippie Redd,6 Kiss,36,,0.687,0.449,2.0,-10.061,1.0,0.154,0.109,0.0,0.282,0.22899999999999998,142.048,audio_features,199437.0,4.0,toplists
6Gg1gjgKi2AK4e0qzsR7sd,Juice WRLD,Bandit (with YoungBoy Never Broke Again),94,,0.474,0.631,5.0,-5.8839999999999995,0.0,0.34299999999999997,0.0687,0.0,0.132,0.425,180.051,audio_features,189323.0,4.0,toplists
0fySG6A6qLE8IvDpayb5bM,DaBaby,VIBEZ,88,,0.768,0.652,1.0,-2.708,0.0,0.307,0.113,0.0,0.107,0.777,154.187,audio_features,144935.0,4.0,toplists
364spZLB5bhNlnPrzvUB41,A Boogie Wit da Hoodie,Reply (feat. Lil Uzi Vert),80,https://p.scdn.co/mp3-preview/07d62b6ce76c3c1bd4a8afdba1dc323868283543?cid=99f699c35c2d4667917d680d9134d27e,0.512,0.623,9.0,-6.553,0.0,0.0808,0.0187,0.0,0.13,0.21899999999999997,112.15,audio_features,183589.0,5.0,toplists
5ravc2aiNoYmu9m37diYXW,Roddy Ricch,Start Wit Me (feat. Gunna),83,https://p.scdn.co/mp3-preview/494e3124df42604b29a951c07ee6967c36b9d353?cid=99f699c35c2d4667917d680d9134d27e,0.919,0.556,4.0,-6.0489999999999995,0.0,0.16399999999999998,0.0933,0.0,0.109,0.539,130.025,audio_features,146600.0,4.0,toplists
0jBJIQuToUUOEx7JJkiPzm,Flipp Dinero,How I Move (feat. Lil Baby),69,https://p.scdn.co/mp3-preview/777e33a158d29f89f846b05611c810bfb832d720?cid=99f699c35c2d4667917d680d9134d27e,0.826,0.635,5.0,-5.181,0.0,0.212,0.102,0.0,0.245,0.8079999999999999,119.954,audio_features,224916.0,4.0,toplists
40QmDP485PDepnUOGJlbUP,YNW Melly,I Ain't Lying,0,https://p.scdn.co/mp3-preview/b696f617910fe45c51e89064582cbb9246c4c26f?cid=99f699c35c2d4667917d680d9134d27e,0.782,0.415,0.0,-10.027999999999999,1.0,0.27699999999999997,0.0404,0.0,0.22699999999999998,0.762,150.156,audio_features,195200.0,4.0,toplists
5hDAT527wXWNBnJlujhuUs,Lil Mosey,Stuck In A Dream (feat. Gunna),85,,0.753,0.652,10.0,-5.943,0.0,0.0753,0.444,0.0,0.11699999999999999,0.745,139.96200000000002,audio_features,123560.0,4.0,toplists
0c7K73roy6RW4ebDkf4yGh,24kGoldn,VALENTINO,88,https://p.scdn.co/mp3-preview/3c8610f256b0bde29c023d2fdd95f2c6118b3234?cid=99f699c35c2d4667917d680d9134d27e,0.745,0.718,9.0,-4.853,0.0,0.183,0.19699999999999998,0.0,0.134,0.539,151.097,audio_features,179133.0,4.0,toplists
4IO8X9W69dIQe0EC5ALXhq,21 Savage,Immortal,85,https://p.scdn.co/mp3-preview/6d350a77831705b2d3c35ce5c8e18c48678b6081?cid=99f699c35c2d4667917d680d9134d27e,0.741,0.87,6.0,-3.4939999999999998,0.0,0.503,0.00813,0.0,0.114,0.6629999999999999,184.19400000000002,audio_features,254723.0,4.0,toplists
6klLvorLoo1sxvZcjJIY8I,YoungBoy Never Broke Again,Make No Sense,86,https://p.scdn.co/mp3-preview/08d9caca72ff509890aaba00e419428c4cd0cb81?cid=99f699c35c2d4667917d680d9134d27e,0.8759999999999999,0.733,10.0,-4.478,0.0,0.33299999999999996,0.0208,0.0,0.0999,0.9620000000000001,154.904,audio_features,148630.0,4.0,toplists
4sWuPniHClkInYAnzXAYUF,NLE Choppa,Camelot,90,https://p.scdn.co/mp3-preview/d6195f6f5f78ed5dc8bb8b5b1ae8456564912592?cid=99f699c35c2d4667917d680d9134d27e,0.787,0.713,7.0,-5.252000000000001,1.0,0.401,0.0849,0.0,0.7170000000000001,0.762,175.041,audio_features,148759.0,4.0,toplists
5r7WvQtyPfy1xch5zMgGRp,Drake,Behind Barz - Bonus,84,https://p.scdn.co/mp3-preview/73e9e47faa119ff50413dc7068362cbc1aef6c65?cid=99f699c35c2d4667917d680d9134d27e,0.8540000000000001,0.5539999999999999,8.0,-4.684,1.0,0.172,0.769,1.84e-06,0.0749,0.272,142.069,audio_features,163121.0,4.0,toplists
0UPBidRYcgJ2mjZlk08V8x,Lil Tjay,F.N,82,https://p.scdn.co/mp3-preview/10fc336ccb595bbc474f2427d8aedff4b57d7bcb?cid=99f699c35c2d4667917d680d9134d27e,0.562,0.502,6.0,-10.269,0.0,0.255,0.32299999999999995,0.0,0.0757,0.322,120.104,audio_features,224000.0,1.0,toplists
3QzAOrNlsabgbMwlZt7TAY,Mustard,Ballin' (with Roddy Ricch),87,,0.809,0.545,7.0,-6.678,1.0,0.0735,0.392,0.0,0.151,0.244,97.008,audio_features,180435.0,4.0,toplists
5FkoSXiJPKTNyYgALRJFhD,Baby Keem,ORANGE SODA,78,https://p.scdn.co/mp3-preview/e73b574011e43a3a5ae72e705f5ae83c45546446?cid=99f699c35c2d4667917d680d9134d27e,0.83,0.564,1.0,-7.822,1.0,0.235,0.177,0.0,0.128,0.107,85.042,audio_features,129882.0,4.0,toplists
735RSTb2xbtWbDtKD9XDYi,Internet Money,Somebody,85,,0.63,0.6709999999999999,6.0,-6.659,0.0,0.256,0.363,0.0,0.113,0.33299999999999996,89.921,audio_features,174333.0,4.0,toplists
1GeNui6m825V8jP4uKiIaH,Young Thug,Bad Bad Bad (feat. Lil Baby),86,https://p.scdn.co/mp3-preview/909f15e56869916ec4a0b8bc846c6282fab32a44?cid=99f699c35c2d4667917d680d9134d27e,0.9740000000000001,0.596,6.0,-8.888,1.0,0.184,0.0976,0.0,0.151,0.892,111.959,audio_features,149040.0,4.0,toplists
09TZsMHXEtQkdmMJZPLKup,Stunna 4 Vegas,Up The Smoke (with Offset),72,,0.907,0.765,4.0,-7.042999999999999,1.0,0.426,0.0512,0.0,0.153,0.8959999999999999,142.99200000000002,audio_features,188048.0,4.0,toplists
1CCDIow4pPYyJYzhtTUYz2,DaBaby,RAW SHIT (feat. Migos),81,,0.8740000000000001,0.7140000000000001,5.0,-4.946000000000001,1.0,0.233,0.0273,0.0,0.35600000000000004,0.85,130.046,audio_features,216678.0,4.0,toplists
6YfTl5YupXOQBKiJJLrxcw,Trippie Redd,Death (feat. DaBaby),78,,0.802,0.82,10.0,-5.968999999999999,0.0,0.146,0.0579,0.0,0.149,0.613,164.005,audio_features,172196.0,4.0,toplists
7qvsl2pYzrsYgPeFBN5jxp,Doja Cat,Juicy,83,https://p.scdn.co/mp3-preview/ea22758b8b6aecceb7a2c30b9b2c0807a81d362a?cid=99f699c35c2d4667917d680d9134d27e,0.7859999999999999,0.6579999999999999,0.0,-2.61,1.0,0.0661,0.0856,0.0,0.0689,0.45799999999999996,170.037,audio_features,202333.0,4.0,toplists
5MVdzbNmCVf9cWbkqFakkr,Roddy Ricch,Big Stepper,80,https://p.scdn.co/mp3-preview/9be74a8a7585af4f72257979a54b279cbf02650c?cid=99f699c35c2d4667917d680d9134d27e,0.72,0.644,8.0,-8.099,0.0,0.341,0.0388,0.0,0.19399999999999998,0.611,77.673,audio_features,178720.0,4.0,toplists
00ko9WaS4jOX1kEk3gvHjf,Chance the Rapper,Hot Shower,86,https://p.scdn.co/mp3-preview/9f63076bc91da7435bdd87c68b465a9c25c382bc?cid=99f699c35c2d4667917d680d9134d27e,0.897,0.522,2.0,-7.577999999999999,1.0,0.374,0.0016,0.0,0.0554,0.623,149.986,audio_features,225924.0,4.0,toplists
2xE16muNCmhZwSOv3i1d1H,A Boogie Wit da Hoodie,Mood Swings,81,https://p.scdn.co/mp3-preview/6624c5f2bd5d29d8ed40b4b65ec97ffc178480f3?cid=99f699c35c2d4667917d680d9134d27e,0.943,0.664,4.0,-5.952000000000001,0.0,0.106,0.235,5.84e-06,0.11199999999999999,0.93,120.051,audio_features,156893.0,4.0,toplists
34e2WyzmjG2aDk7KykOOZZ,Pardison Fontaine,Take It Down (feat. Offset),48,https://p.scdn.co/mp3-preview/a9c28dfc29ff76dbffe50c4b784f6e41a7df91dd?cid=99f699c35c2d4667917d680d9134d27e,0.917,0.494,1.0,-5.772,1.0,0.085,0.0393,0.0,0.19399999999999998,0.341,143.048,audio_features,208976.0,4.0,toplists
2Xo3rLHjXfdb4avN68aQyi,Russ,BEST ON EARTH (feat. BIA),83,https://p.scdn.co/mp3-preview/70041440675cb681299bda7d3c392285f19d4520?cid=99f699c35c2d4667917d680d9134d27e,0.568,0.764,5.0,-3.465,0.0,0.255,0.217,0.0,0.0931,0.625,179.985,audio_features,160720.0,4.0,toplists
050ud0e5cmIYjmXplDugVQ,Kash Doll,Ready Set (feat. Big Sean),72,,0.8490000000000001,0.62,4.0,-5.921,0.0,0.0589,0.00252,0.000283,0.113,0.48100000000000004,96.005,audio_features,165375.0,4.0,toplists
6kyT7ubem08Egg9a8f77OL,YoungBoy Never Broke Again,Self Control,66,,0.82,0.6970000000000001,6.0,-7.296,0.0,0.37799999999999995,0.0349,0.0,0.19699999999999998,0.629,154.99200000000002,audio_features,185866.0,4.0,toplists
6fWa5CRgy0z30OeGZyMBvD,Rod Wave,Heart On Ice,75,https://p.scdn.co/mp3-preview/07e4eccfafe910680b704953a4128bc95da8cdd0?cid=99f699c35c2d4667917d680d9134d27e,0.733,0.389,10.0,-8.468,0.0,0.0738,0.0513,0.0,0.141,0.244,157.878,audio_features,159670.0,3.0,toplists
0hGH0S74Eoyv6mXZcOKtdQ,Post Malone,On The Road (feat. Meek Mill & Lil Baby),66,,0.442,0.737,7.0,-5.046,1.0,0.109,0.0589,0.0,0.102,0.21,112.93,audio_features,218320.0,5.0,toplists
4E08gEca6avoGx5SS4MM6T,Lil Mosey,G Walk (with Chris Brown),74,,0.7440000000000001,0.7090000000000001,0.0,-5.359,1.0,0.10099999999999999,0.275,0.0,0.126,0.72,89.969,audio_features,141333.0,4.0,toplists
03i4lR6ZZo0214WhmrE8t9,Lil Tjay,Hold On,73,https://p.scdn.co/mp3-preview/579e5874c1f1ff299883d9eae54e23af982c293d?cid=99f699c35c2d4667917d680d9134d27e,0.6859999999999999,0.609,9.0,-6.784,0.0,0.165,0.142,0.0,0.0631,0.737,152.05,audio_features,189474.0,4.0,toplists
7cyeGclH71MayOuQ7qtLFl,Young M.A,BIG,78,https://p.scdn.co/mp3-preview/c3d71296a50ec9c1da21722ad00ea671008721e1?cid=99f699c35c2d4667917d680d9134d27e,0.86,0.507,0.0,-5.776,0.0,0.369,0.0408,6.15e-06,0.14,0.15,85.005,audio_features,225920.0,4.0,toplists
6UFEJuDXQMWhL5UH5f9fUR,Post Malone,Enemies (feat. DaBaby),68,,0.542,0.674,6.0,-4.169,1.0,0.21,0.0588,0.0,0.0955,0.667,76.388,audio_features,196760.0,4.0,toplists
6VYXuUz1nYMap8gtqeIrQB,Tyla Yaweh,I Think I Luv Her,78,https://p.scdn.co/mp3-preview/cb61f5787aff8777b62a25f6e26a1b79b03da173?cid=99f699c35c2d4667917d680d9134d27e,0.902,0.608,11.0,-6.2379999999999995,1.0,0.27,0.00045599999999999997,0.0,0.0621,0.836,84.001,audio_features,160742.0,4.0,toplists
5FDCDBFDKpf7TLzDx6r2Lp,Gucci Mane,Big Boy Diamonds (feat. Kodak Black & London On Da Track),77,https://p.scdn.co/mp3-preview/543b68e532b49f58f13ae7723e10c366d37ea8e7?cid=99f699c35c2d4667917d680d9134d27e,0.883,0.635,0.0,-6.284,0.0,0.299,0.0307,0.0,0.114,0.542,129.042,audio_features,151482.0,4.0,toplists
4SDgTLDYrJ2UrHbkRkg7MD,Lil Nas X,Panini - DaBaby Remix,85,https://p.scdn.co/mp3-preview/d7592fb6ede98cad8fc13bd08d01a2cafcae5a2f?cid=99f699c35c2d4667917d680d9134d27e,0.7170000000000001,0.598,5.0,-5.6129999999999995,0.0,0.0809,0.22,0.0,0.122,0.496,153.905,audio_features,151040.0,4.0,toplists
2NSWi83peog6gHerzlMCqU,Trippie Redd,Love Me More,80,,0.638,0.539,10.0,-5.853,1.0,0.0504,0.22,0.0,0.24100000000000002,0.247,83.381,audio_features,143713.0,4.0,toplists
