case,cc3,country,year,systemic_crisis,exch_usd,domestic_debt_in_default,sovereign_external_debt_default,gdp_weighted_default,inflation_annual_cpi,independence,currency_crises,inflation_crises,banking_crisis
2,AGO,Angola,1971,0,2.76E-08,0,0,0,5.777758599,0,0,0,no_crisis
2,AGO,Angola,1972,0,0.000000027,0,0,0,15.79827455,0,1,0,no_crisis
2,AGO,Angola,1973,0,2.58E-08,0,0,0,15.67485015,0,1,0,no_crisis
2,AGO,Angola,1974,0,2.46E-08,0,0,0,27.41525989,0,0,1,no_crisis
2,AGO,Angola,1975,0,2.75E-08,0,0,0,29.00043489,1,0,1,no_crisis
2,AGO,Angola,1976,0,2.99E-08,1,0,0,80.69990445,1,0,1,no_crisis
2,AGO,Angola,1977,0,2.99E-08,0,0,0,69.00935079,1,0,1,no_crisis
2,AGO,Angola,1978,0,2.99E-08,0,0,0,48.46106867,1,0,1,no_crisis
2,AGO,Angola,1979,0,2.99E-08,0,0,0,101.3013176,1,0,1,no_crisis
2,AGO,Angola,1980,0,2.99E-08,0,0,0,46.70755462,1,0,1,no_crisis
2,AGO,Angola,1991,0,0.00000018,0,1,0,85.265,1,1,1,no_crisis
2,AGO,Angola,1992,0,0.00000055,1,1,0,299.097,1,1,1,crisis
2,AGO,Angola,1993,0,0.0000065,1,1,0,1379.476,1,1,1,crisis
2,AGO,Angola,1994,0,0.000509262,1,1,0,949.771,1,1,1,crisis
2,AGO,Angola,1995,0,0.005692,1,1,0,2672.23,1,2,1,crisis
2,AGO,Angola,1996,0,0.201994,1,1,0,4146.01,1,1,1,crisis
2,AGO,Angola,1997,0,0.262376,1,1,0,221.492,1,1,1,crisis
2,AGO,Angola,1998,0,0.6965,1,1,0,107.429,1,1,1,crisis
2,AGO,Angola,1999,0,5.57992,1,1,0,248.248,1,2,1,no_crisis
2,AGO,Angola,2000,0,16.81784,1,1,0,325.029,1,1,1,no_crisis
2,AGO,Angola,2001,0,31.94936,1,1,0,152.586,1,1,1,no_crisis
2,AGO,Angola,2002,0,58.66637,1,1,0,108.893,1,1,1,no_crisis
2,AGO,Angola,2003,0,79.08149,0,1,0,98.342,1,1,1,no_crisis
2,AGO,Angola,2004,0,85.98779,0,0,0,43.559,1,1,1,no_crisis
2,AGO,Angola,2005,0,80.77951,0,0,0,22.961,1,1,1,no_crisis
2,AGO,Angola,2006,0,80.26442,0,0,0,13.305,1,0,0,no_crisis
2,AGO,Angola,2007,0,75.023,0,0,0,12.249,1,0,0,no_crisis
2,AGO,Angola,2008,0,75.169,0,0,0,12.465,1,0,0,no_crisis
2,AGO,Angola,2009,0,89.398,0,0,0,13.721,1,1,0,no_crisis
2,AGO,Angola,2010,0,92.643,0,0,0,14.48,1,0,0,no_crisis
2,AGO,Angola,2011,0,95.272,0,0,0,13.484,1,0,0,no_crisis
2,AGO,Angola,2012,0,95.82588521,0,0,0,10.285,1,0,0,no_crisis
2,AGO,Angola,2013,0,97.56,0,0,0,8.782,1,0,0,no_crisis
2,AGO,Angola,2014,0,101.49,0,0,0,7.296,1,0,0,no_crisis
10,CAF,Central African Republic,1957,0,209.9498515,0,0,0,6.818181818,0,0,0,no_crisis
10,CAF,Central African Republic,1958,0,245.2998265,0,0,0,12.76595745,0,0,0,no_crisis
10,CAF,Central African Republic,1959,0,245.4498264,0,0,0,3.773584906,0,1,0,no_crisis
10,CAF,Central African Republic,1960,0,245.1298266,0,0,0,10.90909091,1,0,0,no_crisis
10,CAF,Central African Republic,1961,0,245.0648267,0,0,0,6.557377049,1,0,0,no_crisis
10,CAF,Central African Republic,1962,0,245.0048267,0,0,0,7.692307692,1,0,0,no_crisis
10,CAF,Central African Republic,1963,0,245.0998266,0,0,0,3.714285714,1,0,0,no_crisis
10,CAF,Central African Republic,1964,0,245.0048267,0,0,0,10.05509642,1,0,0,no_crisis
10,CAF,Central African Republic,1965,0,245.0748266,0,0,0,9.386733417,1,0,0,no_crisis
10,CAF,Central African Republic,1966,0,247.5898249,0,0,0,2.745995423,1,0,0,no_crisis
10,CAF,Central African Republic,1967,0,245.4248264,0,0,0,1.893095768,1,0,0,no_crisis
10,CAF,Central African Republic,1968,0,247.404825,0,0,0,4.808743169,1,0,0,no_crisis
10,CAF,Central African Republic,1969,0,277.9148034,0,0,0,0.521376434,1,0,0,no_crisis
10,CAF,Central African Republic,1970,0,276.0248048,0,0,0,3.734439834,1,0,0,no_crisis
10,CAF,Central African Republic,1971,0,261.2248152,0,0,0,27.69953052,1,0,1,no_crisis
10,CAF,Central African Republic,1972,0,256.0498189,0,0,0,-8.823529412,1,0,0,no_crisis
10,CAF,Central African Republic,1973,0,235.4248335,0,0,0,5.64516129,1,0,0,no_crisis
10,CAF,Central African Republic,1974,0,222.2248428,0,0,0,9.541984733,1,0,0,no_crisis
10,CAF,Central African Republic,1975,0,224.2748413,0,0,0,16.02787456,1,0,0,no_crisis
10,CAF,Central African Republic,1976,1,248.4873242,0,0,0,10.51051051,1,0,0,crisis
10,CAF,Central African Republic,1977,1,235.2498335,0,0,0,11.14130435,1,0,0,crisis
10,CAF,Central African Republic,1978,1,208.9998521,0,0,0,11.49144254,1,0,0,crisis
10,CAF,Central African Republic,1979,1,200.9998578,0,0,0,9.210526316,1,0,0,crisis
10,CAF,Central African Republic,1980,1,225.7998402,0,0,0,13.3,1,0,0,crisis
10,CAF,Central African Republic,1981,1,287.3997967,0,1,0,14.66,1,0,0,crisis
10,CAF,Central African Republic,1982,1,336.2497621,0,0,0,13.243,1,0,0,crisis
10,CAF,Central African Republic,1983,0,417.3747047,0,1,0,14.558,1,0,0,no_crisis
10,CAF,Central African Republic,1984,0,479.5996607,0,1,0,2.604,1,0,0,no_crisis
10,CAF,Central African Republic,1985,0,378.0497326,0,1,0,10.457,1,0,0,no_crisis
10,CAF,Central African Republic,1986,0,322.7497717,0,1,0,2.411,1,0,0,no_crisis
10,CAF,Central African Republic,1987,0,266.9998111,0,1,0,-6.986,1,0,0,no_crisis
10,CAF,Central African Republic,1988,1,302.9497857,0,1,0,-3.934,1,0,0,crisis
10,CAF,Central African Republic,1989,1,289.3997953,0,1,0,0.645,1,0,0,crisis
10,CAF,Central African Republic,1990,1,256.4498186,0,1,0,-0.203,1,0,0,crisis
10,CAF,Central African Republic,1991,1,258.9998168,0,1,0,-2.848,1,0,0,crisis
10,CAF,Central African Republic,1992,1,275.3248052,0,1,0,-0.757,1,0,0,crisis
10,CAF,Central African Republic,1993,1,294.7747915,0,1,0,-2.909,1,0,0,crisis
10,CAF,Central African Republic,1994,1,534.5996218,0,1,0,24.55,1,1,1,crisis
10,CAF,Central African Republic,1995,1,489.9996534,0,1,0,19.2,1,0,0,crisis
10,CAF,Central African Republic,1996,1,523.6996296,0,1,0,3.723,1,0,0,crisis
10,CAF,Central African Republic,1997,1,598.8095764,0,1,0,1.597,1,0,0,crisis
10,CAF,Central African Republic,1998,1,562.2096023,0,1,0,-1.871,1,0,0,crisis
10,CAF,Central African Republic,1999,1,652.9534143,0,1,0,-1.415,1,0,0,crisis
10,CAF,Central African Republic,2000,0,704.9511016,0,1,0,3.202,1,0,0,no_crisis
10,CAF,Central African Republic,2001,0,744.3061387,0,1,0,3.843,1,0,0,no_crisis
10,CAF,Central African Republic,2002,0,625.4953752,0,1,0,2.298,1,0,0,no_crisis
10,CAF,Central African Republic,2003,0,519.3642122,0,1,0,4.353,1,0,0,no_crisis
10,CAF,Central African Republic,2004,0,481.5777109,0,1,0,-2.244,1,0,0,no_crisis
10,CAF,Central African Republic,2005,0,556.0371281,0,1,0,2.885,1,0,0,no_crisis
10,CAF,Central African Republic,2006,0,498.0690964,0,1,0,6.694,1,0,0,no_crisis
10,CAF,Central African Republic,2007,0,445.5926907,0,1,0,0.935,1,0,0,no_crisis
10,CAF,Central African Republic,2008,0,471.3350578,0,1,0,9.262,1,0,0,no_crisis
10,CAF,Central African Republic,2009,0,455.3359711,0,1,0,3.522,1,0,0,no_crisis
10,CAF,Central African Republic,2010,0,490.9122886,0,1,0,1.491,1,0,0,no_crisis
10,CAF,Central African Republic,2011,0,506.9611253,0,1,0,1.195,1,0,0,no_crisis
10,CAF,Central African Republic,2012,0,497.1631044,0,1,0,5.874,1,0,0,no_crisis
10,CAF,Central African Republic,2013,0,475.6413603,0,1,0,6.552,1,0,0,no_crisis
10,CAF,Central African Republic,2014,0,540.2825138,0,1,0,11.584,1,0,0,no_crisis
15,CIV,Ivory Coast,1952,0,0,0,0,0,16.21609969,0,0,0,no_crisis
15,CIV,Ivory Coast,1953,0,0,0,0,0,2.326185353,0,0,0,no_crisis
15,CIV,Ivory Coast,1954,0,0,0,0,0,-2.273304086,0,0,0,no_crisis
15,CIV,Ivory Coast,1955,0,0,0,0,0,2.326185353,0,0,0,no_crisis
15,CIV,Ivory Coast,1956,0,0,0,0,0,4.54479533,0,0,0,no_crisis
15,CIV,Ivory Coast,1957,0,0,0,0,0,13.04340287,0,0,0,no_crisis
15,CIV,Ivory Coast,1958,0,0,0,0,0,21.15476063,0,0,1,no_crisis
15,CIV,Ivory Coast,1959,0,0,0,0,0,6.348281887,0,0,0,no_crisis
15,CIV,Ivory Coast,1960,0,0,0,0,0,-2.152483452,1,0,0,no_crisis
15,CIV,Ivory Coast,1961,0,0,0,0,0,14.43033046,1,0,0,no_crisis
15,CIV,Ivory Coast,1962,0,0,0,0,0,-0.177568901,1,0,0,no_crisis
15,CIV,Ivory Coast,1963,0,0,0,0,0,8.719549217,1,0,0,no_crisis
15,CIV,Ivory Coast,1964,0,0,0,0,0,-3.169044947,1,0,0,no_crisis
15,CIV,Ivory Coast,1965,0,0,0,0,0,1.757528693,1,0,0,no_crisis
15,CIV,Ivory Coast,1966,0,0,0,0,0,4.665098294,1,0,0,no_crisis
15,CIV,Ivory Coast,1967,0,0,0,0,0,2.766186537,1,0,0,no_crisis
15,CIV,Ivory Coast,1968,0,0,0,0,0,7.747595621,1,0,0,no_crisis
15,CIV,Ivory Coast,1969,0,0,0,0,0,2.502927383,1,0,0,no_crisis
15,CIV,Ivory Coast,1970,0,278,0,0,0,8.075116891,1,0,0,no_crisis
15,CIV,Ivory Coast,1971,0,264,0,0,0,-1.07225635,1,0,0,no_crisis
15,CIV,Ivory Coast,1972,0,255.5,0,0,0,1.194615424,1,0,0,no_crisis
15,CIV,Ivory Coast,1973,0,238,0,0,0,12.9325741,1,0,0,no_crisis
15,CIV,Ivory Coast,1974,0,222,0,0,0,18.22418299,1,0,0,no_crisis
15,CIV,Ivory Coast,1975,0,220,0,0,0,10.61769304,1,0,0,no_crisis
15,CIV,Ivory Coast,1976,0,247,0,0,0,12.90885269,1,0,0,no_crisis
15,CIV,Ivory Coast,1977,0,236,0,0,0,24.48243736,1,0,1,no_crisis
15,CIV,Ivory Coast,1978,0,243.5,0,0,0,16.03173523,1,0,0,no_crisis
15,CIV,Ivory Coast,1979,0,205,0,0,0,21.75954473,1,0,1,no_crisis
15,CIV,Ivory Coast,1980,0,221,0,0,0,8.81,1,0,0,no_crisis
15,CIV,Ivory Coast,1981,0,290,0,0,0,8.682,1,0,0,no_crisis
15,CIV,Ivory Coast,1982,0,352,0,0,0,7.389,1,0,0,no_crisis
15,CIV,Ivory Coast,1983,0,450,0,1,0,5.879,1,0,0,no_crisis
15,CIV,Ivory Coast,1984,0,486.5,0,1,0,4.281,1,0,0,no_crisis
15,CIV,Ivory Coast,1985,0,380,0,1,0,1.753,1,0,0,no_crisis
15,CIV,Ivory Coast,1986,0,319,0,1,0,6.837,1,0,0,no_crisis
15,CIV,Ivory Coast,1987,0,277,0,1,0,6.978,1,0,0,no_crisis
15,CIV,Ivory Coast,1988,1,310,0,1,0,6.935,1,0,0,crisis
15,CIV,Ivory Coast,1989,1,305,0,1,0,0.986,1,0,0,crisis
15,CIV,Ivory Coast,1990,1,267,0,1,0,-0.658,1,0,0,crisis
15,CIV,Ivory Coast,1991,1,265,0,1,0,1.575,1,0,0,crisis
15,CIV,Ivory Coast,1992,0,278,0,1,0,4.218,1,0,0,no_crisis
15,CIV,Ivory Coast,1993,0,297,0,1,0,2.13,1,0,0,no_crisis
15,CIV,Ivory Coast,1994,0,540,0,1,0,25.956,1,1,1,no_crisis
15,CIV,Ivory Coast,1995,0,495,0,1,0,14.1,1,0,0,no_crisis
15,CIV,Ivory Coast,1996,0,525.7,0,1,0,2.7,1,0,0,no_crisis
15,CIV,Ivory Coast,1997,0,616,0,1,0,6.301,1,0,0,no_crisis
15,CIV,Ivory Coast,1998,0,576,0,1,0,5.219,1,0,0,no_crisis
15,CIV,Ivory Coast,1999,0,0,0,0,0,0.92,1,0,0,no_crisis
15,CIV,Ivory Coast,2000,0,0,0,1,0,-0.381,1,0,0,no_crisis
15,CIV,Ivory Coast,2001,0,0,0,1,0,4.355,1,0,0,no_crisis
15,CIV,Ivory Coast,2002,0,0,0,1,0,3.08,1,0,0,no_crisis
15,CIV,Ivory Coast,2003,0,0,0,1,0,3.297,1,0,0,no_crisis
15,CIV,Ivory Coast,2004,0,0,0,1,0,1.459,1,0,0,no_crisis
15,CIV,Ivory Coast,2005,0,0,0,1,0,3.884,1,0,0,no_crisis
15,CIV,Ivory Coast,2006,0,0,0,1,0,2.466,1,0,0,no_crisis
15,CIV,Ivory Coast,2007,0,0,0,1,0,1.896,1,0,0,no_crisis
15,CIV,Ivory Coast,2008,0,0,0,1,0,6.315,1,0,0,no_crisis
15,CIV,Ivory Coast,2009,0,0,0,1,0,1.009,1,0,0,no_crisis
15,CIV,Ivory Coast,2010,0,0,0,1,0,1.8,1,0,0,no_crisis
15,CIV,Ivory Coast,2011,0,0,0,1,0,4.448,1,0,0,no_crisis
15,CIV,Ivory Coast,2012,0,0,0,1,0,1.3,1,0,0,no_crisis
15,CIV,Ivory Coast,2013,0,0,0,0,0,2.584,1,0,0,no_crisis
15,CIV,Ivory Coast,2014,0,0,0,0,0,0.449,1,0,0,no_crisis
19,EGY,Egypt,1860,0,0.20661157,0,0,0,5.944477972,1,0,0,no_crisis
19,EGY,Egypt,1861,0,0.20661157,0,0,0,5.952720023,1,0,0,no_crisis
19,EGY,Egypt,1862,0,0.20661157,0,0,0,5.940860215,1,0,0,no_crisis
19,EGY,Egypt,1863,0,0.20661157,0,0,0,5.95026643,1,0,0,no_crisis
19,EGY,Egypt,1864,0,0.20661157,0,0,0,5.951383068,1,0,0,no_crisis
19,EGY,Egypt,1865,0,0.20661157,0,0,0,5.944846293,1,0,0,no_crisis
19,EGY,Egypt,1866,0,0.20661157,0,0,0,5.941967143,1,0,0,no_crisis
19,EGY,Egypt,1867,0,0.20661157,0,0,0,5.95106233,1,0,0,no_crisis
19,EGY,Egypt,1868,0,0.20661157,0,0,0,5.94943927,1,0,0,no_crisis
19,EGY,Egypt,1869,0,0.1967,0,0,0,5.938284894,1,0,0,no_crisis
19,EGY,Egypt,1870,0,0.196,0,0,0,5.952582557,1,0,0,no_crisis
19,EGY,Egypt,1871,0,0.1978,0,0,0,12.97850236,1,0,0,no_crisis
19,EGY,Egypt,1872,0,0.1984,0,0,0,-4.201740115,1,0,0,no_crisis
19,EGY,Egypt,1873,0,0.197,0,0,0,-4.171896921,1,0,0,no_crisis
19,EGY,Egypt,1874,0,0.198,0,0,0,1.556480197,1,0,0,no_crisis
19,EGY,Egypt,1875,0,0.1941,0,0,0,-8.528072838,1,0,0,no_crisis
19,EGY,Egypt,1876,0,0.1983,0,1,0.4,-10.87425348,1,0,0,no_crisis
19,EGY,Egypt,1877,0,0.1955,0,1,0.4,-0.43741275,1,0,0,no_crisis
19,EGY,Egypt,1878,0,0.1967,0,1,0.4,-0.514114788,1,0,0,no_crisis
19,EGY,Egypt,1879,0,0.1981,0,1,0.4,10.55153622,1,0,0,no_crisis
19,EGY,Egypt,1880,0,0.201,0,1,0.4,1.784803672,1,0,0,no_crisis
19,EGY,Egypt,1881,0,0.2,0,0,0,-12.40814963,1,0,0,no_crisis
19,EGY,Egypt,1882,0,0.1998,0,0,0,4.232602479,1,0,0,no_crisis
19,EGY,Egypt,1883,0,0.1998,0,0,0,-2.231571246,1,0,0,no_crisis
19,EGY,Egypt,1884,0,0.2003,0,0,0,-0.477081384,1,0,0,no_crisis
19,EGY,Egypt,1885,0,0.1991,0,0,0,-6.438575054,1,0,0,no_crisis
